,ID,Reason for Absence,Date,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours,Month,Year,Day of week
345,30,4,2016-12-19,157,27,29,236.629,22,1,0,0,2,12,2016,0
346,3,4,2016-12-19,179,51,38,236.629,31,1,0,0,3,12,2016,0
347,11,3,2016-12-19,289,36,33,236.629,30,1,2,1,8,12,2016,0
348,28,4,2017-01-04,225,26,28,330.061,24,1,1,2,5,1,2017,2
349,34,3,2017-01-09,118,10,37,330.061,28,1,0,0,32,1,2017,0
350,14,4,2017-01-09,155,12,34,330.061,25,1,2,0,2,1,2017,0
351,1,1,2017-01-03,235,11,37,330.061,29,3,1,1,1,1,2017,1
352,14,4,2017-01-03,155,12,34,330.061,25,1,2,0,4,1,2017,1
353,11,4,2017-01-09,289,36,33,330.061,30,1,2,1,8,1,2017,0
354,15,1,2017-01-11,291,31,40,330.061,25,1,1,1,8,1,2017,2
355,5,4,2017-01-16,235,20,43,330.061,38,1,1,0,8,1,2017,0
356,36,4,2017-01-16,118,13,50,330.061,31,1,1,0,4,1,2017,0
357,3,4,2017-01-25,179,51,38,330.061,31,1,0,0,1,1,2017,2
358,3,4,2017-01-27,179,51,38,330.061,31,1,0,0,1,1,2017,4
359,34,4,2017-02-07,118,10,37,251.818,28,1,0,0,2,2,2017,1
360,3,4,2017-02-01,179,51,38,251.818,31,1,0,0,3,2,2017,2
361,28,1,2017-02-01,225,26,28,251.818,24,1,1,2,1,2,2017,2
362,11,4,2017-02-03,289,36,33,251.818,30,1,2,1,3,2,2017,4
363,20,4,2017-02-10,260,50,36,251.818,23,1,4,0,3,2,2017,4
364,3,4,2017-02-17,179,51,38,251.818,31,1,0,0,3,2,2017,4
365,3,4,2017-02-13,179,51,38,251.818,31,1,0,0,2,2,2017,0
366,3,4,2017-02-15,179,51,38,251.818,31,1,0,0,3,2,2017,2
367,3,1,2017-02-16,179,51,38,251.818,31,1,0,0,8,2,2017,3
368,24,4,2017-02-16,246,25,41,251.818,23,1,0,0,8,2,2017,3
369,3,4,2017-02-17,179,51,38,251.818,31,1,0,0,3,2,2017,4
370,6,4,2017-02-13,189,29,33,251.818,25,1,2,2,8,2,2017,0
371,3,4,2017-02-13,179,51,38,251.818,31,1,0,0,3,2,2017,0
372,24,4,2017-02-21,246,25,41,251.818,23,1,0,0,2,2,2017,1
373,15,4,2017-02-21,291,31,40,251.818,25,1,1,1,2,2,2017,1
374,30,1,2017-02-22,157,27,29,251.818,22,1,0,0,16,2,2017,2
375,3,4,2017-02-22,179,51,38,251.818,31,1,0,0,3,2,2017,2
376,3,4,2017-02-24,179,51,38,251.818,31,1,0,0,3,2,2017,4
377,24,1,2017-02-24,246,25,41,251.818,23,1,0,0,24,2,2017,4
378,34,3,2017-03-07,118,10,37,244.387,28,1,0,0,8,3,2017,1
379,24,3,2017-03-08,246,25,41,244.387,23,1,0,0,16,3,2017,2
380,24,4,2017-03-10,246,25,41,244.387,23,1,0,0,2,3,2017,4
381,20,4,2017-03-10,260,50,36,244.387,23,1,4,0,4,3,2017,4
382,3,4,2017-03-13,179,51,38,244.387,31,1,0,0,2,3,2017,0
383,1,4,2017-03-13,235,11,37,244.387,29,3,1,1,8,3,2017,0
384,17,4,2017-03-14,179,22,40,244.387,22,2,2,0,8,3,2017,1
385,23,4,2017-03-14,378,49,36,244.387,21,1,2,4,8,3,2017,1
386,3,4,2017-03-20,179,51,38,244.387,31,1,0,0,16,3,2017,0
387,10,4,2017-03-22,361,52,28,244.387,27,1,1,4,8,3,2017,2
388,13,4,2017-03-22,369,17,31,244.387,25,1,3,0,0,3,2017,2
389,1,3,2017-03-23,235,11,37,244.387,29,3,1,1,8,3,2017,3
390,36,4,2017-03-24,118,13,50,244.387,31,1,1,0,2,3,2017,4
391,36,1,2017-03-28,118,13,50,244.387,31,1,1,0,3,3,2017,1
392,36,1,2017-03-29,118,13,50,244.387,31,1,1,0,8,3,2017,2
393,1,4,2017-03-30,235,11,37,244.387,29,3,1,1,0,3,2017,3
394,24,4,2017-03-30,246,25,41,244.387,23,1,0,0,0,3,2017,3
395,36,4,2017-03-30,118,13,50,244.387,31,1,1,0,0,3,2017,3
396,3,4,2017-03-31,179,51,38,244.387,31,1,0,0,8,3,2017,4
397,11,4,2017-03-31,289,36,33,244.387,30,1,2,1,8,3,2017,4
398,20,3,2017-03-27,260,50,36,244.387,23,1,4,0,8,3,2017,0
399,24,4,2017-03-28,246,25,41,244.387,23,1,0,0,2,3,2017,1
400,3,4,2017-04-05,179,51,38,239.409,31,1,0,0,4,4,2017,2
401,20,4,2017-04-07,260,50,36,239.409,23,1,4,0,3,4,2017,4
402,18,4,2017-04-07,330,16,28,239.409,25,2,0,0,4,4,2017,4
403,13,4,2017-04-10,369,17,31,239.409,25,1,3,0,4,4,2017,0
404,33,4,2017-04-10,248,25,47,239.409,32,1,2,1,4,4,2017,0
405,18,4,2017-04-12,330,16,28,239.409,25,2,0,0,8,4,2017,2
406,3,4,2017-04-12,179,51,38,239.409,31,1,0,0,8,4,2017,2
407,36,4,2017-04-17,118,13,50,239.409,31,1,1,0,1,4,2017,0
408,26,4,2017-04-28,300,26,43,239.409,25,1,2,1,8,4,2017,4
409,20,4,2017-04-28,260,50,36,239.409,23,1,4,0,4,4,2017,4
410,3,4,2017-04-24,179,51,38,239.409,31,1,0,0,4,4,2017,0
411,34,1,2017-04-26,118,10,37,239.409,28,1,0,0,2,4,2017,2
412,5,1,2017-05-01,235,20,43,246.074,38,1,1,0,16,5,2017,0
413,33,4,2017-05-03,248,25,47,246.074,32,1,2,1,2,5,2017,2
414,13,1,2017-05-08,369,17,31,246.074,25,1,3,0,8,5,2017,0
415,22,4,2017-05-10,179,26,30,246.074,19,3,0,0,3,5,2017,2
416,3,4,2017-05-10,179,51,38,246.074,31,1,0,0,4,5,2017,2
417,10,4,2017-05-11,361,52,28,246.074,27,1,1,4,1,5,2017,3
418,20,4,2017-05-12,260,50,36,246.074,23,1,4,0,3,5,2017,4
419,17,1,2017-05-15,179,22,40,246.074,22,2,2,0,2,5,2017,0
420,17,1,2017-05-15,179,22,40,246.074,22,2,2,0,3,5,2017,0
421,9,3,2017-05-17,228,14,58,246.074,22,1,2,1,8,5,2017,2
422,28,4,2017-05-17,225,26,28,246.074,24,1,1,2,3,5,2017,2
423,18,1,2017-05-19,330,16,28,246.074,25,2,0,0,8,5,2017,4
424,22,4,2017-05-22,179,26,30,246.074,19,3,0,0,2,5,2017,0
425,34,4,2017-05-22,118,10,37,246.074,28,1,0,0,1,5,2017,0
426,1,1,2017-05-29,235,11,37,246.074,29,3,1,1,8,5,2017,0
427,22,4,2017-05-31,179,26,30,246.074,19,3,0,0,3,5,2017,2
428,34,4,2017-06-05,118,10,37,253.957,28,1,0,0,3,6,2017,0
429,3,4,2017-06-05,179,51,38,253.957,31,1,0,0,3,6,2017,0
430,34,4,2017-06-06,118,10,37,253.957,28,1,0,0,2,6,2017,1
431,28,4,2017-06-08,225,26,28,253.957,24,1,1,2,4,6,2017,3
432,20,4,2017-06-09,260,50,36,253.957,23,1,4,0,4,6,2017,4
433,3,4,2017-06-09,179,51,38,253.957,31,1,0,0,0,6,2017,4
434,15,1,2017-06-12,291,31,40,253.957,25,1,1,1,40,6,2017,0
435,3,4,2017-06-12,179,51,38,253.957,31,1,0,0,24,6,2017,0
436,24,4,2017-06-13,246,25,41,253.957,23,1,0,0,3,6,2017,1
437,3,4,2017-06-19,179,51,38,253.957,31,1,0,0,4,6,2017,0
438,5,4,2017-06-20,235,20,43,253.957,38,1,1,0,8,6,2017,1
439,3,4,2017-06-26,179,51,38,253.957,31,1,0,0,2,6,2017,0
440,28,4,2017-06-28,225,26,28,253.957,24,1,1,2,2,6,2017,2
441,36,4,2017-06-28,118,13,50,253.957,31,1,1,0,2,6,2017,2
442,3,1,2017-06-28,179,51,38,253.957,31,1,0,0,8,6,2017,2
443,22,3,2017-06-28,179,26,30,253.957,19,3,0,0,2,6,2017,2
444,24,4,2017-06-30,246,25,41,253.957,23,1,0,0,2,6,2017,4
445,18,1,2017-06-27,330,16,28,253.957,25,2,0,0,1,6,2017,1
446,1,1,2017-06-27,235,11,37,253.957,29,3,1,1,8,6,2017,1
447,22,4,2017-07-06,179,26,30,230.29,19,3,0,0,2,7,2017,3
448,28,4,2017-07-06,225,26,28,230.29,24,1,1,2,4,7,2017,3
449,20,1,2017-07-07,260,50,36,230.29,23,1,4,0,8,7,2017,4
450,21,1,2017-07-10,268,11,33,230.29,25,2,0,0,8,7,2017,0
451,18,4,2017-07-14,330,16,28,230.29,25,2,0,0,8,7,2017,4
452,34,4,2017-07-14,118,10,37,230.29,28,1,0,0,8,7,2017,4
453,20,4,2017-07-17,260,50,36,230.29,23,1,4,0,4,7,2017,0
454,34,4,2017-07-18,118,10,37,230.29,28,1,0,0,8,7,2017,1
455,26,2,2017-07-24,300,26,43,230.29,25,1,2,1,8,7,2017,0
456,2,4,2017-07-24,235,29,48,230.29,33,1,1,5,1,7,2017,0
457,24,4,2017-07-25,246,25,41,230.29,23,1,0,0,2,7,2017,1
458,3,4,2017-07-25,179,51,38,230.29,31,1,0,0,1,7,2017,1
459,36,4,2017-07-28,118,13,50,230.29,31,1,1,0,1,7,2017,4
460,10,4,2017-07-28,361,52,28,230.29,27,1,1,4,8,7,2017,4
461,11,4,2017-07-24,289,36,33,230.29,30,1,2,1,8,7,2017,0
462,5,4,2017-07-24,235,20,43,230.29,38,1,1,0,8,7,2017,0
463,15,4,2017-07-27,291,31,40,230.29,25,1,1,1,1,7,2017,3
464,7,4,2017-07-27,279,5,39,230.29,24,1,2,0,2,7,2017,3
465,3,4,2017-08-03,179,51,38,249.797,31,1,0,0,4,8,2017,3
466,17,4,2017-08-07,179,22,40,249.797,22,2,2,0,1,8,2017,0
467,24,4,2017-08-08,246,25,41,249.797,23,1,0,0,4,8,2017,1
468,34,4,2017-08-08,118,10,37,249.797,28,1,0,0,4,8,2017,1
469,11,4,2017-08-08,289,36,33,249.797,30,1,2,1,8,8,2017,1
470,5,4,2017-08-08,235,20,43,249.797,38,1,1,0,8,8,2017,1
471,15,4,2017-08-10,291,31,40,249.797,25,1,1,1,4,8,2017,3
472,3,4,2017-08-14,179,51,38,249.797,31,1,0,0,4,8,2017,0
473,17,4,2017-08-15,179,22,40,249.797,22,2,2,0,8,8,2017,1
474,18,4,2017-08-17,330,16,28,249.797,25,2,0,0,16,8,2017,3
475,1,4,2017-08-22,235,11,37,249.797,29,3,1,1,4,8,2017,1
476,24,4,2017-08-22,246,25,41,249.797,23,1,0,0,1,8,2017,1
477,34,4,2017-08-22,118,10,37,249.797,28,1,0,0,5,8,2017,1
478,15,4,2017-08-24,291,31,40,249.797,25,1,1,1,2,8,2017,3
479,20,4,2017-08-28,260,50,36,249.797,23,1,4,0,3,8,2017,0
480,24,4,2017-09-05,246,25,41,261.756,23,1,0,0,1,9,2017,1
481,34,4,2017-09-05,118,10,37,261.756,28,1,0,0,3,9,2017,1
482,14,4,2017-09-05,155,12,34,261.756,25,1,2,0,2,9,2017,1
483,15,4,2017-09-07,291,31,40,261.756,25,1,1,1,2,9,2017,3
484,22,4,2017-09-08,179,26,30,261.756,19,3,0,0,8,9,2017,4
485,33,4,2017-09-08,248,25,47,261.756,32,1,2,1,1,9,2017,4
486,3,4,2017-09-11,179,51,38,261.756,31,1,0,0,4,9,2017,0
487,28,4,2017-09-13,225,26,28,261.756,24,1,1,2,1,9,2017,2
488,22,4,2017-09-18,179,26,30,261.756,19,3,0,0,2,9,2017,0
489,13,4,2017-09-19,369,17,31,261.756,25,1,3,0,8,9,2017,1
490,10,4,2017-09-26,361,52,28,261.756,27,1,1,4,8,9,2017,1
491,32,1,2017-10-05,289,48,49,284.853,36,1,0,2,1,10,2017,3
492,25,1,2017-10-05,235,16,32,284.853,25,3,0,0,3,10,2017,3
493,24,4,2017-10-06,246,25,41,284.853,23,1,0,0,8,10,2017,4
494,32,1,2017-10-11,289,48,49,284.853,36,1,0,2,3,10,2017,2
495,15,4,2017-10-11,291,31,40,284.853,25,1,1,1,2,10,2017,2
496,34,4,2017-10-17,118,10,37,284.853,28,1,0,0,2,10,2017,1
497,32,4,2017-10-19,289,48,49,284.853,36,1,0,2,2,10,2017,3
498,15,4,2017-10-20,291,31,40,284.853,25,1,1,1,1,10,2017,4
499,28,4,2017-10-24,225,26,28,284.853,24,1,1,2,2,10,2017,1
500,13,4,2017-10-24,369,17,31,284.853,25,1,3,0,8,10,2017,1
501,13,4,2017-10-24,369,17,31,284.853,25,1,3,0,3,10,2017,1
502,28,4,2017-10-24,225,26,28,284.853,24,1,1,2,4,10,2017,1
503,13,4,2017-10-24,369,17,31,284.853,25,1,3,0,8,10,2017,1
504,3,4,2017-10-25,179,51,38,284.853,31,1,0,0,3,10,2017,2
505,9,1,2017-10-25,228,14,58,284.853,22,1,2,1,1,10,2017,2
506,15,4,2017-10-25,291,31,40,284.853,25,1,1,1,1,10,2017,2
507,13,1,2017-10-26,369,17,31,284.853,25,1,3,0,8,10,2017,3
508,28,1,2017-10-26,225,26,28,284.853,24,1,1,2,1,10,2017,3
509,13,1,2017-10-27,369,17,31,284.853,25,1,3,0,8,10,2017,4
510,28,1,2017-10-27,225,26,28,284.853,24,1,1,2,3,10,2017,4
511,6,4,2017-10-29,189,29,33,284.853,25,1,2,2,8,10,2017,6
512,25,1,2017-10-29,235,16,32,284.853,25,3,0,0,8,10,2017,6
513,33,1,2017-10-29,248,25,47,284.853,32,1,2,1,8,10,2017,6
514,28,4,2017-10-29,225,26,28,284.853,24,1,1,2,0,10,2017,6
515,28,1,2017-10-31,225,26,28,284.853,24,1,1,2,3,10,2017,1
516,3,3,2017-11-07,179,51,38,268.519,31,1,0,0,1,11,2017,1
517,34,4,2017-11-08,118,10,37,268.519,28,1,0,0,3,11,2017,2
518,18,1,2017-11-08,330,16,28,268.519,25,2,0,0,24,11,2017,2
519,3,4,2017-11-10,179,51,38,268.519,31,1,0,0,1,11,2017,4
520,34,1,2017-11-14,118,10,37,268.519,28,1,0,0,8,11,2017,1
521,11,4,2017-11-15,289,36,33,268.519,30,1,2,1,8,11,2017,2
522,25,1,2017-11-17,235,16,32,268.519,25,3,0,0,8,11,2017,4
523,28,4,2017-11-17,225,26,28,268.519,24,1,1,2,4,11,2017,4
524,10,4,2017-11-21,361,52,28,268.519,27,1,1,4,8,11,2017,1
525,15,4,2017-11-22,291,31,40,268.519,25,1,1,1,2,11,2017,2
526,34,1,2017-11-23,118,10,37,268.519,28,1,0,0,2,11,2017,3
527,28,1,2017-11-23,225,26,28,268.519,24,1,1,2,3,11,2017,3
528,3,4,2017-11-27,179,51,38,268.519,31,1,0,0,1,11,2017,0
529,34,4,2017-11-27,118,10,37,268.519,28,1,0,0,8,11,2017,0
530,34,1,2017-11-28,118,10,37,268.519,28,1,0,0,8,11,2017,1
531,28,4,2017-11-28,225,26,28,268.519,24,1,1,2,2,11,2017,1
532,15,4,2017-11-28,291,31,40,268.519,25,1,1,1,0,11,2017,1
533,11,4,2017-11-29,289,36,33,268.519,30,1,2,1,0,11,2017,2
534,33,1,2017-11-30,248,25,47,268.519,32,1,2,1,4,11,2017,3
535,5,4,2017-11-30,235,20,43,268.519,38,1,1,0,0,11,2017,3
536,28,4,2017-11-24,225,26,28,268.519,24,1,1,2,2,11,2017,4
537,13,4,2017-11-24,369,17,31,268.519,25,1,3,0,8,11,2017,4
538,10,4,2017-11-27,361,52,28,268.519,27,1,1,4,2,11,2017,0
539,3,1,2017-12-05,179,51,38,280.549,31,1,0,0,32,12,2017,1
540,15,4,2017-12-06,291,31,40,280.549,25,1,1,1,1,12,2017,2
541,28,4,2017-12-06,225,26,28,280.549,24,1,1,2,3,12,2017,2
542,22,1,2017-12-08,179,26,30,280.549,19,3,0,0,1,12,2017,4
543,28,4,2017-12-08,225,26,28,280.549,24,1,1,2,3,12,2017,4
544,28,4,2017-12-13,225,26,28,280.549,24,1,1,2,3,12,2017,2
545,10,1,2017-12-14,361,52,28,280.549,27,1,1,4,4,12,2017,3
546,17,3,2017-12-15,179,22,40,280.549,22,2,2,0,2,12,2017,4
547,5,4,2017-12-15,235,20,43,280.549,38,1,1,0,8,12,2017,4
548,12,3,2017-12-18,233,51,31,280.549,21,2,1,8,8,12,2017,0
549,22,1,2017-12-19,179,26,30,280.549,19,3,0,0,16,12,2017,1
550,28,4,2017-12-19,225,26,28,280.549,24,1,1,2,2,12,2017,1
551,28,4,2017-12-21,225,26,28,280.549,24,1,1,2,3,12,2017,3
552,28,4,2017-12-18,225,26,28,280.549,24,1,1,2,2,12,2017,0
553,22,1,2018-01-01,179,26,30,313.532,19,3,0,0,24,1,2018,0
554,22,1,2018-01-04,179,26,30,313.532,19,3,0,0,16,1,2018,3
555,17,4,2018-01-04,179,22,40,313.532,22,2,2,0,2,1,2018,3
556,17,4,2018-01-05,179,22,40,313.532,22,2,2,0,2,1,2018,4
557,22,1,2018-01-08,179,26,30,313.532,19,3,0,0,3,1,2018,0
558,17,4,2018-01-10,179,22,40,313.532,22,2,2,0,2,1,2018,2
559,32,1,2018-01-11,289,48,49,313.532,36,1,0,2,8,1,2018,3
560,17,3,2018-01-12,179,22,40,313.532,22,2,2,0,3,1,2018,4
561,22,4,2018-01-15,179,26,30,313.532,19,3,0,0,2,1,2018,0
562,14,3,2018-01-16,155,12,34,313.532,25,1,2,0,8,1,2018,1
563,22,4,2018-01-17,179,26,30,313.532,19,3,0,0,2,1,2018,2
564,3,4,2018-01-17,179,51,38,313.532,31,1,0,0,3,1,2018,2
565,11,1,2018-01-17,289,36,33,313.532,30,1,2,1,8,1,2018,2
566,3,4,2018-01-18,179,51,38,313.532,31,1,0,0,3,1,2018,3
567,3,4,2018-01-26,179,51,38,313.532,31,1,0,0,2,1,2018,4
568,3,1,2018-02-06,179,51,38,264.249,31,1,0,0,8,2,2018,1
569,28,4,2018-02-06,225,26,28,264.249,24,1,1,2,3,2,2018,1
570,33,1,2018-02-07,248,25,47,264.249,32,1,2,1,8,2,2018,2
571,3,4,2018-02-07,179,51,38,264.249,31,1,0,0,2,2,2018,2
572,28,4,2018-02-08,225,26,28,264.249,24,1,1,2,3,2,2018,3
573,3,4,2018-02-08,179,51,38,264.249,31,1,0,0,2,2,2018,3
574,22,4,2018-02-08,179,26,30,264.249,19,3,0,0,2,2,2018,3
575,29,4,2018-02-09,225,15,41,264.249,28,4,2,2,2,2,2018,4
576,3,4,2018-02-09,179,51,38,264.249,31,1,0,0,2,2,2018,4
577,12,3,2018-02-12,233,51,31,264.249,21,2,1,8,2,2,2018,0
578,3,4,2018-02-12,179,51,38,264.249,31,1,0,0,2,2,2018,0
579,28,1,2018-02-13,225,26,28,264.249,24,1,1,2,8,2,2018,1
580,3,4,2018-02-14,179,51,38,264.249,31,1,0,0,3,2,2018,2
581,3,4,2018-02-15,179,51,38,264.249,31,1,0,0,3,2,2018,3
582,28,4,2018-02-15,225,26,28,264.249,24,1,1,2,3,2,2018,3
583,22,1,2018-02-15,179,26,30,264.249,19,3,0,0,2,2,2018,3
584,17,4,2018-02-16,179,22,40,264.249,22,2,2,0,2,2,2018,4
585,3,4,2018-02-16,179,51,38,264.249,31,1,0,0,3,2,2018,4
586,12,1,2018-02-21,233,51,31,264.249,21,2,1,8,3,2,2018,2
587,22,4,2018-02-21,179,26,30,264.249,19,3,0,0,2,2,2018,2
588,3,4,2018-02-21,179,51,38,264.249,31,1,0,0,2,2,2018,2
589,3,1,2018-02-22,179,51,38,264.249,31,1,0,0,8,2,2018,3
590,3,4,2018-02-23,179,51,38,264.249,31,1,0,0,2,2,2018,4
591,14,4,2018-02-26,155,12,34,264.249,25,1,2,0,5,2,2018,0
592,25,4,2018-02-26,235,16,32,264.249,25,3,0,0,3,2,2018,0
593,3,4,2018-02-26,179,51,38,264.249,31,1,0,0,2,2,2018,0
594,28,1,2018-02-26,225,26,28,264.249,24,1,1,2,2,2,2018,0
595,3,4,2018-02-27,179,51,38,264.249,31,1,0,0,2,2,2018,1
596,33,4,2018-02-27,248,25,47,264.249,32,1,2,1,2,2,2018,1
597,28,4,2018-02-27,225,26,28,264.249,24,1,1,2,2,2,2018,1
598,3,4,2018-02-28,179,51,38,264.249,31,1,0,0,2,2,2018,2
599,3,4,2018-02-22,179,51,38,264.249,31,1,0,0,2,2,2018,3
600,25,4,2018-02-23,235,16,32,264.249,25,3,0,0,2,2,2018,4
601,3,4,2018-03-05,179,51,38,222.196,31,1,0,0,2,3,2018,0
602,33,4,2018-03-05,248,25,47,222.196,32,1,2,1,2,3,2018,0
603,9,4,2018-03-06,228,14,58,222.196,22,1,2,1,3,3,2018,1
604,33,4,2018-03-06,248,25,47,222.196,32,1,2,1,3,3,2018,1
605,3,4,2018-03-07,179,51,38,222.196,31,1,0,0,2,3,2018,2
606,28,4,2018-03-08,225,26,28,222.196,24,1,1,2,2,3,2018,3
607,3,4,2018-03-08,179,51,38,222.196,31,1,0,0,3,3,2018,3
608,28,4,2018-03-08,225,26,28,222.196,24,1,1,2,2,3,2018,3
609,22,4,2018-03-09,179,26,30,222.196,19,3,0,0,3,3,2018,4
610,25,4,2018-03-12,235,16,32,222.196,25,3,0,0,3,3,2018,0
611,10,3,2018-03-12,361,52,28,222.196,27,1,1,4,8,3,2018,0
612,3,1,2018-03-13,179,51,38,222.196,31,1,0,0,8,3,2018,1
613,3,4,2018-03-14,179,51,38,222.196,31,1,0,0,2,3,2018,2
614,3,4,2018-03-15,179,51,38,222.196,31,1,0,0,3,3,2018,3
615,22,4,2018-03-16,179,26,30,222.196,19,3,0,0,2,3,2018,4
616,3,1,2018-03-19,179,51,38,222.196,31,1,0,0,4,3,2018,0
617,33,1,2018-03-19,248,25,47,222.196,32,1,2,1,2,3,2018,0
618,3,4,2018-03-19,179,51,38,222.196,31,1,0,0,3,3,2018,0
619,28,1,2018-03-19,225,26,28,222.196,24,1,1,2,8,3,2018,0
620,3,4,2018-03-20,179,51,38,222.196,31,1,0,0,2,3,2018,1
621,11,4,2018-03-21,289,36,33,222.196,30,1,2,1,8,3,2018,2
622,9,4,2018-03-21,228,14,58,222.196,22,1,2,1,2,3,2018,2
623,3,4,2018-03-21,179,51,38,222.196,31,1,0,0,2,3,2018,2
624,33,4,2018-03-22,248,25,47,222.196,32,1,2,1,3,3,2018,3
625,3,4,2018-03-22,179,51,38,222.196,31,1,0,0,3,3,2018,3
626,22,4,2018-03-23,179,26,30,222.196,19,3,0,0,2,3,2018,4
627,3,4,2018-03-23,179,51,38,222.196,31,1,0,0,3,3,2018,4
628,3,4,2018-03-27,179,51,38,222.196,31,1,0,0,3,3,2018,1
629,16,4,2018-03-28,118,15,46,222.196,25,1,2,0,8,3,2018,2
630,14,1,2018-03-28,155,12,34,222.196,25,1,2,0,24,3,2018,2
631,3,4,2018-03-28,179,51,38,222.196,31,1,0,0,3,3,2018,2
632,3,4,2018-03-29,179,51,38,222.196,31,1,0,0,3,3,2018,3
633,22,1,2018-03-26,179,26,30,222.196,19,3,0,0,2,3,2018,0
634,13,4,2018-03-28,369,17,31,222.196,25,1,3,0,8,3,2018,2
635,28,1,2018-04-02,225,26,28,246.288,24,1,1,2,8,4,2018,0
636,34,1,2018-04-02,118,10,37,246.288,28,1,0,0,8,4,2018,0
637,10,3,2018-04-03,361,52,28,246.288,27,1,1,4,8,4,2018,1
638,33,3,2018-04-04,248,25,47,246.288,32,1,2,1,8,4,2018,2
639,6,1,2018-04-05,189,29,33,246.288,25,1,2,2,8,4,2018,3
640,22,4,2018-04-06,179,26,30,246.288,19,3,0,0,2,4,2018,4
641,13,1,2018-04-09,369,17,31,246.288,25,1,3,0,24,4,2018,0
642,17,2,2018-04-10,179,22,40,246.288,22,2,2,0,2,4,2018,1
643,36,4,2018-04-10,118,13,50,246.288,31,1,1,0,3,4,2018,1
644,10,4,2018-04-10,361,52,28,246.288,27,1,1,4,2,4,2018,1
645,34,1,2018-04-11,118,10,37,246.288,28,1,0,0,2,4,2018,2
646,1,4,2018-04-13,235,11,37,246.288,29,3,1,1,8,4,2018,4
647,22,4,2018-04-13,179,26,30,246.288,19,3,0,0,2,4,2018,4
648,28,3,2018-04-16,225,26,28,246.288,24,1,1,2,8,4,2018,0
649,25,2,2018-04-17,235,16,32,246.288,25,3,0,0,3,4,2018,1
650,22,4,2018-04-20,179,26,30,246.288,19,3,0,0,2,4,2018,4
651,14,4,2018-04-24,155,12,34,246.288,25,1,2,0,4,4,2018,1
652,28,3,2018-04-26,225,26,28,246.288,24,1,1,2,8,4,2018,3
653,36,1,2018-04-26,118,13,50,246.288,31,1,1,0,2,4,2018,3
654,22,4,2018-04-27,179,26,30,246.288,19,3,0,0,2,4,2018,4
655,1,4,2018-05-07,235,11,37,237.656,29,3,1,1,8,5,2018,0
656,29,3,2018-05-09,225,15,41,237.656,28,4,2,2,3,5,2018,2
657,25,4,2018-05-09,235,16,32,237.656,25,3,0,0,2,5,2018,2
658,34,1,2018-05-09,118,10,37,237.656,28,1,0,0,3,5,2018,2
659,5,4,2018-05-09,235,20,43,237.656,38,1,1,0,8,5,2018,2
660,22,1,2018-05-10,179,26,30,237.656,19,3,0,0,1,5,2018,3
661,15,4,2018-05-10,291,31,40,237.656,25,1,1,1,2,5,2018,3
662,29,1,2018-05-10,225,15,41,237.656,28,4,2,2,8,5,2018,3
663,29,4,2018-05-11,225,15,41,237.656,28,4,2,2,8,5,2018,4
664,22,4,2018-05-11,179,26,30,237.656,19,3,0,0,2,5,2018,4
665,36,4,2018-05-14,118,13,50,237.656,31,1,1,0,2,5,2018,0
666,36,1,2018-05-15,118,13,50,237.656,31,1,1,0,3,5,2018,1
667,34,4,2018-05-15,118,10,37,237.656,28,1,0,0,1,5,2018,1
668,36,4,2018-05-15,118,13,50,237.656,31,1,1,0,0,5,2018,1
669,22,4,2018-05-16,179,26,30,237.656,19,3,0,0,2,5,2018,2
670,23,4,2018-05-16,378,49,36,237.656,21,1,2,4,0,5,2018,2
671,17,2,2018-05-18,179,22,40,237.656,22,2,2,0,1,5,2018,4
672,25,1,2018-05-21,235,16,32,237.656,25,3,0,0,8,5,2018,0
673,15,4,2018-05-23,291,31,40,237.656,25,1,1,1,8,5,2018,2
674,17,1,2018-05-23,179,22,40,237.656,22,2,2,0,8,5,2018,2
675,28,1,2018-05-23,225,26,28,237.656,24,1,1,2,3,5,2018,2
676,18,1,2018-05-24,330,16,28,237.656,25,2,0,0,8,5,2018,3
677,25,4,2018-05-24,235,16,32,237.656,25,3,0,0,2,5,2018,3
678,15,4,2018-05-31,291,31,40,237.656,25,1,1,1,2,5,2018,3
